Date,High,Low,Close,Volume,Ud,Set
1993-07-12,2826.800049,2814.600098,2826.399902,0.0,idx,ibex
1993-07-13,2843.699951,2820.899902,2843.399902,0.0,idx,ibex
1993-07-14,2858.399902,2845.399902,2851.100098,0.0,idx,ibex
1993-07-15,2848.699951,2835.0,2843.699951,0.0,idx,ibex
1993-07-16,2848.0,2818.800049,2830.5,0.0,idx,ibex
1993-07-19,2825.199951,2817.399902,2822.199951,0.0,idx,ibex
1993-07-20,2840.5,2829.5,2840.0,0.0,idx,ibex
1993-07-21,2832.300049,2819.0,2830.5,0.0,idx,ibex
1993-07-22,2849.899902,2814.100098,2838.899902,0.0,idx,ibex
1993-07-23,2866.0,2844.699951,2855.899902,0.0,idx,ibex
1993-07-26,2877.100098,2861.399902,2873.0,0.0,idx,ibex
1993-07-27,2878.100098,2857.800049,2876.600098,0.0,idx,ibex
1993-07-28,2913.800049,2896.300049,2901.899902,0.0,idx,ibex
1993-07-29,2963.800049,2892.399902,2963.199951,0.0,idx,ibex
1993-07-30,3044.5,2973.699951,2981.199951,0.0,idx,ibex
1993-08-02,3033.100098,2999.399902,3019.699951,0.0,idx,ibex
1993-08-03,3016.300049,2983.300049,2994.0,0.0,idx,ibex
1993-08-04,2991.300049,2970.399902,2985.800049,0.0,idx,ibex
1993-08-05,2986.0,2970.399902,2981.199951,0.0,idx,ibex
1993-08-06,2995.899902,2976.899902,2993.800049,0.0,idx,ibex
1993-08-09,3001.699951,2979.399902,2989.300049,0.0,idx,ibex
1993-08-10,3002.899902,2986.300049,3002.899902,0.0,idx,ibex
1993-08-11,3036.100098,3008.699951,3032.399902,0.0,idx,ibex
1993-08-12,3087.399902,3058.600098,3087.0,0.0,idx,ibex
1993-08-13,3118.100098,3066.0,3112.699951,0.0,idx,ibex
1993-08-16,3115.0,3095.0,3113.899902,0.0,idx,ibex
1993-08-17,3167.800049,3105.800049,3167.0,0.0,idx,ibex
1993-08-18,3209.300049,3177.5,3206.699951,0.0,idx,ibex
1993-08-19,3253.600098,3197.899902,3231.199951,0.0,idx,ibex
1993-08-20,3236.199951,3198.100098,3229.899902,0.0,idx,ibex
1993-08-23,3234.399902,3200.399902,3219.800049,0.0,idx,ibex
1993-08-24,3258.5,3214.699951,3250.899902,0.0,idx,ibex
1993-08-25,3313.0,3279.399902,3300.699951,0.0,idx,ibex
1993-08-26,3338.199951,3258.0,3331.0,0.0,idx,ibex
1993-08-27,3387.0,3342.800049,3363.399902,0.0,idx,ibex
1993-08-30,3381.0,3341.199951,3379.100098,0.0,idx,ibex
1993-08-31,3436.800049,3342.0,3360.199951,0.0,idx,ibex
1993-09-01,3336.800049,3262.600098,3264.399902,0.0,idx,ibex
1993-09-02,3294.100098,3229.800049,3288.899902,0.0,idx,ibex
1993-09-03,3318.600098,3264.199951,3269.300049,0.0,idx,ibex
1993-09-06,3260.699951,3232.0,3253.100098,0.0,idx,ibex
1993-09-07,3285.300049,3253.899902,3271.899902,0.0,idx,ibex
1993-09-08,3270.699951,3250.300049,3262.0,0.0,idx,ibex
1993-09-09,3279.5,3222.5,3232.100098,0.0,idx,ibex
1993-09-10,3228.899902,3163.5,3183.199951,0.0,idx,ibex
1993-09-13,3195.600098,3128.199951,3137.899902,0.0,idx,ibex
1993-09-14,3183.100098,3153.699951,3181.5,0.0,idx,ibex
1993-09-15,3174.600098,3107.100098,3117.699951,0.0,idx,ibex
1993-09-16,3125.199951,3073.699951,3120.600098,0.0,idx,ibex
1993-09-17,3160.100098,3134.399902,3139.199951,0.0,idx,ibex
1993-09-20,3193.899902,3152.699951,3187.5,0.0,idx,ibex
1993-09-21,3191.600098,3166.0,3170.100098,0.0,idx,ibex
1993-09-22,3146.300049,3106.399902,3131.0,0.0,idx,ibex
1993-09-23,3153.199951,3108.699951,3112.199951,0.0,idx,ibex
1993-09-24,3108.0,3087.5,3101.800049,0.0,idx,ibex
1993-09-27,3153.800049,3124.399902,3147.399902,0.0,idx,ibex
1993-09-28,3196.800049,3170.300049,3171.899902,0.0,idx,ibex
1993-09-29,3177.800049,3148.899902,3171.5,0.0,idx,ibex
1993-09-30,3189.5,3165.899902,3177.300049,0.0,idx,ibex
1993-10-01,3181.699951,3162.699951,3180.300049,0.0,idx,ibex
1993-10-04,3178.100098,3157.399902,3167.600098,0.0,idx,ibex
1993-10-05,3214.399902,3189.199951,3210.399902,0.0,idx,ibex
1993-10-06,3253.5,3229.399902,3242.5,0.0,idx,ibex
1993-10-07,3256.5,3231.399902,3237.699951,0.0,idx,ibex
1993-10-08,3260.600098,3229.399902,3259.699951,0.0,idx,ibex
1993-10-11,3286.800049,3239.899902,3285.199951,0.0,idx,ibex
1993-10-12,,,,,idx,ibex
1993-10-13,3318.699951,3287.699951,3291.300049,0.0,idx,ibex
1993-10-14,3319.600098,3297.0,3316.899902,0.0,idx,ibex
1993-10-15,3361.0,3332.5,3339.199951,0.0,idx,ibex
1993-10-18,3370.800049,3351.199951,3356.0,0.0,idx,ibex
1993-10-19,3357.100098,3343.0,3352.399902,0.0,idx,ibex
1993-10-20,3383.699951,3366.199951,3382.800049,0.0,idx,ibex
1993-10-21,3408.800049,3385.100098,3407.800049,0.0,idx,ibex
1993-10-22,3482.699951,3426.300049,3478.100098,0.0,idx,ibex
1993-10-25,3465.600098,3435.800049,3456.600098,0.0,idx,ibex
1993-10-26,3477.800049,3427.899902,3436.699951,0.0,idx,ibex
1993-10-27,3419.100098,3389.0,3396.600098,0.0,idx,ibex
1993-10-28,3430.800049,3378.899902,3429.300049,0.0,idx,ibex
1993-10-29,3459.0,3437.800049,3449.600098,0.0,idx,ibex
1993-11-01,,,,,idx,ibex
1993-11-02,3457.600098,3432.5,3436.800049,0.0,idx,ibex
1993-11-03,3450.5,3433.399902,3450.5,0.0,idx,ibex
1993-11-04,3434.699951,3414.899902,3428.0,0.0,idx,ibex
1993-11-05,3378.199951,3338.199951,3348.199951,0.0,idx,ibex
1993-11-08,3370.899902,3332.800049,3341.800049,0.0,idx,ibex
1993-11-09,3365.5,3331.600098,3364.300049,0.0,idx,ibex
1993-11-10,3373.800049,3341.600098,3358.199951,0.0,idx,ibex
1993-11-11,3362.199951,3343.699951,3358.399902,0.0,idx,ibex
1993-11-12,3355.699951,3323.5,3354.199951,0.0,idx,ibex
1993-11-15,3382.0,3347.600098,3371.699951,0.0,idx,ibex
1993-11-16,3413.100098,3393.600098,3405.600098,0.0,idx,ibex
1993-11-17,3457.699951,3438.899902,3445.5,0.0,idx,ibex
1993-11-18,3477.899902,3430.199951,3435.699951,0.0,idx,ibex
1993-11-19,3421.5,3387.199951,3415.800049,0.0,idx,ibex
1993-11-22,3383.0,3349.5,3356.600098,0.0,idx,ibex
1993-11-23,3365.600098,3315.699951,3327.100098,0.0,idx,ibex
1993-11-24,3336.899902,3272.0,3288.899902,0.0,idx,ibex
1993-11-25,3327.300049,3289.600098,3320.199951,0.0,idx,ibex
1993-11-26,3343.0,3322.399902,3334.800049,0.0,idx,ibex
1993-11-29,3342.300049,3308.100098,3313.100098,0.0,idx,ibex
1993-11-30,3303.0,3262.899902,3280.100098,0.0,idx,ibex
1993-12-01,3351.0,3301.899902,3348.5,0.0,idx,ibex
1993-12-02,3393.699951,3366.600098,3380.899902,0.0,idx,ibex
1993-12-03,3417.800049,3363.199951,3417.199951,0.0,idx,ibex
1993-12-06,,,,,idx,ibex
1993-12-07,3423.300049,3400.5,3422.100098,0.0,idx,ibex
1993-12-08,,,,,idx,ibex
1993-12-09,3474.199951,3447.899902,3460.699951,0.0,idx,ibex
1993-12-10,3465.300049,3439.300049,3457.600098,0.0,idx,ibex
1993-12-13,3473.0,3455.899902,3460.100098,0.0,idx,ibex
1993-12-14,3488.699951,3409.0,3417.300049,0.0,idx,ibex
1993-12-15,3422.800049,3387.5,3417.0,0.0,idx,ibex
1993-12-16,3446.399902,3414.699951,3442.800049,0.0,idx,ibex
1993-12-17,3470.199951,3439.300049,3453.5,0.0,idx,ibex
1993-12-20,3523.300049,3468.100098,3518.5,0.0,idx,ibex
1993-12-21,3551.899902,3524.199951,3547.600098,0.0,idx,ibex
1993-12-22,3581.0,3553.199951,3562.800049,0.0,idx,ibex
1993-12-23,3616.399902,3574.0,3616.399902,0.0,idx,ibex
1993-12-24,,,,,idx,ibex
1993-12-27,3633.100098,3596.199951,3631.5,0.0,idx,ibex
1993-12-28,3634.0,3557.0,3574.300049,0.0,idx,ibex
1993-12-29,3523.600098,3464.800049,3512.5,0.0,idx,ibex
1993-12-30,3592.600098,3551.300049,3567.600098,0.0,idx,ibex
1993-12-31,3615.899902,3582.600098,3615.199951,0.0,idx,ibex
1994-01-03,3654.699951,3581.0,3654.5,0.0,idx,ibex
1994-01-04,3675.5,3625.100098,3630.300049,0.0,idx,ibex
1994-01-05,3625.199951,3583.399902,3621.199951,0.0,idx,ibex
1994-01-06,,,,,idx,ibex
1994-01-07,3644.399902,3598.699951,3636.399902,0.0,idx,ibex
1994-01-10,3678.199951,3655.199951,3660.600098,0.0,idx,ibex
1994-01-11,3712.5,3679.699951,3712.399902,0.0,idx,ibex
1994-01-12,3712.300049,3675.899902,3680.100098,0.0,idx,ibex
1994-01-13,3698.199951,3670.399902,3680.800049,0.0,idx,ibex
1994-01-14,3737.399902,3662.899902,3736.399902,0.0,idx,ibex
1994-01-17,3783.300049,3723.899902,3729.100098,0.0,idx,ibex
1994-01-18,3758.899902,3693.699951,3757.0,0.0,idx,ibex
1994-01-19,3812.100098,3784.300049,3811.300049,0.0,idx,ibex
1994-01-20,3819.0,3783.800049,3794.399902,0.0,idx,ibex
1994-01-21,3796.300049,3777.699951,3790.5,0.0,idx,ibex
1994-01-24,3773.399902,3754.399902,3762.600098,0.0,idx,ibex
1994-01-25,3823.600098,3788.300049,3811.5,0.0,idx,ibex
1994-01-26,3875.100098,3811.399902,3874.600098,0.0,idx,ibex
1994-01-27,3933.100098,3872.100098,3875.899902,0.0,idx,ibex
1994-01-28,3920.699951,3863.5,3915.699951,0.0,idx,ibex
1994-01-31,3980.5,3951.5,3980.5,0.0,idx,ibex
1994-02-01,3954.399902,3890.399902,3896.899902,0.0,idx,ibex
1994-02-02,3951.399902,3883.199951,3947.0,0.0,idx,ibex
1994-02-03,3970.0,3913.0,3924.600098,0.0,idx,ibex
1994-02-04,3950.0,3900.0,3947.399902,0.0,idx,ibex
1994-02-07,3876.899902,3817.699951,3868.800049,0.0,idx,ibex
1994-02-08,3945.0,3908.600098,3918.399902,0.0,idx,ibex
1994-02-09,3921.0,3882.300049,3910.5,0.0,idx,ibex
1994-02-10,3939.199951,3886.0,3888.0,0.0,idx,ibex
1994-02-11,3851.0,3812.0,3849.300049,0.0,idx,ibex
1994-02-14,3845.800049,3813.5,3828.5,0.0,idx,ibex
1994-02-15,3842.399902,3810.300049,3828.5,0.0,idx,ibex
1994-02-16,3840.699951,3811.0,3836.199951,0.0,idx,ibex
1994-02-17,3869.600098,3790.199951,3850.5,0.0,idx,ibex
1994-02-18,3845.899902,3799.300049,3808.199951,0.0,idx,ibex
1994-02-21,3772.300049,3717.100098,3728.5,0.0,idx,ibex
1994-02-22,3750.699951,3709.0,3744.300049,0.0,idx,ibex
1994-02-23,3803.100098,3770.600098,3777.0,0.0,idx,ibex
1994-02-24,3764.300049,3703.199951,3710.0,0.0,idx,ibex
1994-02-25,3723.199951,3671.5,3704.199951,0.0,idx,ibex
1994-02-28,3743.600098,3722.399902,3739.699951,0.0,idx,ibex
1994-03-01,3719.5,3645.699951,3656.800049,0.0,idx,ibex
1994-03-02,3586.300049,3480.800049,3568.100098,0.0,idx,ibex
1994-03-03,3654.300049,3598.399902,3625.5,0.0,idx,ibex
1994-03-04,3688.600098,3641.100098,3688.600098,0.0,idx,ibex
1994-03-07,3767.199951,3721.0,3757.399902,0.0,idx,ibex
1994-03-08,3757.399902,3722.100098,3726.699951,0.0,idx,ibex
1994-03-09,3713.800049,3693.600098,3699.300049,0.0,idx,ibex
1994-03-10,3720.100098,3690.5,3691.199951,0.0,idx,ibex
1994-03-11,3677.600098,3642.300049,3665.199951,0.0,idx,ibex
1994-03-14,3737.199951,3709.199951,3732.399902,0.0,idx,ibex
1994-03-15,3784.0,3740.100098,3783.300049,0.0,idx,ibex
1994-03-16,3771.199951,3737.199951,3743.600098,0.0,idx,ibex
1994-03-17,3761.800049,3734.399902,3740.0,0.0,idx,ibex
1994-03-18,3721.399902,3680.399902,3705.100098,0.0,idx,ibex
1994-03-21,3700.199951,3660.5,3666.600098,0.0,idx,ibex
1994-03-22,3688.399902,3663.300049,3670.0,0.0,idx,ibex
1994-03-23,3700.699951,3675.0,3682.199951,0.0,idx,ibex
1994-03-24,3680.0,3614.199951,3624.899902,0.0,idx,ibex
1994-03-25,3614.800049,3566.699951,3610.100098,0.0,idx,ibex
1994-03-28,3629.600098,3590.800049,3592.800049,0.0,idx,ibex
1994-03-29,3575.800049,3548.699951,3552.199951,0.0,idx,ibex
1994-03-30,3518.100098,3484.300049,3489.100098,0.0,idx,ibex
1994-03-31,3518.100098,3484.300049,3489.100098,0.0,idx,ibex
1994-04-01,,,,,idx,ibex
1994-04-04,,,,,idx,ibex
1994-04-05,3485.600098,3407.899902,3483.399902,0.0,idx,ibex
1994-04-06,3559.899902,3515.899902,3521.100098,0.0,idx,ibex
1994-04-07,3556.0,3511.5,3525.300049,0.0,idx,ibex
1994-04-08,3560.0,3526.699951,3556.399902,0.0,idx,ibex
1994-04-11,3597.0,3573.100098,3587.399902,0.0,idx,ibex
1994-04-12,3618.699951,3586.300049,3589.5,0.0,idx,ibex
1994-04-13,3578.199951,3539.0,3545.5,0.0,idx,ibex
1994-04-14,3518.699951,3461.800049,3498.600098,0.0,idx,ibex
1994-04-15,3489.399902,3451.300049,3460.199951,0.0,idx,ibex
1994-04-18,3458.899902,3339.699951,3361.699951,0.0,idx,ibex
1994-04-19,3395.5,3293.800049,3394.399902,0.0,idx,ibex
1994-04-20,3387.699951,3335.100098,3344.899902,0.0,idx,ibex
1994-04-21,3366.100098,3317.0,3364.399902,0.0,idx,ibex
1994-04-22,3461.699951,3417.699951,3459.699951,0.0,idx,ibex
1994-04-25,3477.699951,3432.300049,3459.699951,0.0,idx,ibex
1994-04-26,3523.800049,3496.600098,3497.899902,0.0,idx,ibex
1994-04-27,3545.300049,3527.100098,3535.0,0.0,idx,ibex
1994-04-28,3583.199951,3492.899902,3504.300049,0.0,idx,ibex
1994-04-29,3525.899902,3473.0,3520.699951,0.0,idx,ibex
1994-05-02,,,,,idx,ibex
1994-05-03,3461.600098,3418.199951,3432.0,0.0,idx,ibex
1994-05-04,3382.800049,3345.0,3363.600098,0.0,idx,ibex
1994-05-05,3428.399902,3313.199951,3425.800049,0.0,idx,ibex
1994-05-06,3466.5,3395.100098,3447.100098,0.0,idx,ibex
1994-05-09,3420.399902,3390.5,3397.5,0.0,idx,ibex
1994-05-10,3488.100098,3429.699951,3477.0,0.0,idx,ibex
1994-05-11,3502.0,3449.100098,3481.699951,0.0,idx,ibex
1994-05-12,3553.600098,3480.800049,3547.5,0.0,idx,ibex
1994-05-13,3580.699951,3543.899902,3569.899902,0.0,idx,ibex
